key,values
"['04', '3', '2019']","['32', '18']"
"['04', '3', '2020']","['21', '12']"
"['04', '3', '2021']","['15', '17']"
"['04', '3', '2022']","['26', '28']"
"['04', '3', '2023']","['26', '39']"
"['04', '4', '2008']","['63', '8']"
"['04', '4', '2009']","['51', '3']"
"['04', '4', '2010']","['27', '7']"
"['04', '4', '2011']","['22', '14']"
"['04', '4', '2012']","['40', '14']"
"['04', '4', '2013']","['65', '10']"
"['04', '4', '2014']","['77', '10']"
"['04', '4', '2015']","['67', '10']"
"['04', '4', '2016']","['99', '10']"
"['04', '4', '2017']","['82', '17']"
"['04', '4', '2018']","['67', '14']"
"['04', '4', '2019']","['33', '22']"
"['04', '4', '2020']","['32', '27']"
"['04', '4', '2021']","['20', '24']"
"['04', '4', '2022']","['25', '36']"
"['04', '4', '2023']","['23', '67']"
"['04', '5', '2008']","['50', '5']"
"['04', '5', '2009']","['36', '8']"
"['04', '5', '2010']","['26', '15']"
"['04', '5', '2011']","['33', '8']"
"['04', '5', '2012']","['41', '15']"
"['04', '5', '2013']","['87', '17']"
"['04', '5', '2014']","['63', '10']"
"['04', '5', '2015']","['60', '13']"
"['04', '5', '2016']","['98', '9']"
"['04', '5', '2017']","['86', '12']"
"['04', '5', '2018']","['52', '14']"
"['04', '5', '2019']","['43', '20']"
"['04', '5', '2020']","['21', '27']"
"['04', '5', '2021']","['30', '34']"
"['04', '5', '2022']","['23', '35']"
"['04', '5', '2023']","['26', '57']"
"['04', '6', '2008']","['60', '7']"
"['04', '6', '2009']","['46', '9']"
"['04', '6', '2010']","['26', '18']"
"['04', '6', '2011']","['29', '14']"
"['04', '6', '2012']","['35', '11']"
"['04', '6', '2013']","['74', '9']"
"['04', '6', '2014']","['73', '10']"
"['04', '6', '2015']","['72', '14']"
"['04', '6', '2016']","['99', '18']"
"['04', '6', '2017']","['74', '20']"
"['04', '6', '2018']","['50', '8']"
"['04', '6', '2019']","['32', '20']"
"['04', '6', '2020']","['32', '31']"
"['04', '6', '2021']","['22', '28']"
"['04', '6', '2022']","['31', '48']"
"['04', '6', '2023']","['23', '69']"
"['04', '7', '2008']","['58', '6']"
"['04', '7', '2009']","['50', '6']"
"['04', '7', '2010']","['25', '10']"
"['04', '7', '2011']","['36', '7']"
"['04', '7', '2012']","['46', '13']"
"['04', '7', '2013']","['90', '20']"
"['04', '7', '2014']","['64', '12']"
"['04', '7', '2015']","['73', '15']"
"['04', '7', '2016']","['101', '13']"
"['04', '7', '2017']","['84', '16']"
"['04', '7', '2018']","['53', '16']"
"['04', '7', '2019']","['49', '21']"
"['04', '7', '2020']","['29', '25']"
"['04', '7', '2021']","['21', '34']"
"['04', '7', '2022']","['31', '28']"
"['04', '7', '2023']","['27', '77']"
"['04', '8', '2008']","['52', '6']"
"['04', '8', '2009']","['46', '8']"
"['04', '8', '2010']","['20', '20']"
"['04', '8', '2011']","['30', '11']"
"['04', '8', '2012']","['36', '12']"
"['04', '8', '2013']","['77', '13']"
"['04', '8', '2014']","['76', '9']"
"['04', '8', '2015']","['64', '12']"
"['04', '8', '2016']","['96', '12']"
"['04', '8', '2017']","['79', '23']"
"['04', '8', '2018']","['47', '14']"
"['04', '8', '2019']","['34', '19']"
"['04', '8', '2020']","['45', '25']"
"['04', '8', '2021']","['29', '29']"
"['04', '8', '2022']","['33', '34']"
"['04', '8', '2023']","['23', '60']"
"['04', '9', '2008']","['54', '8']"
"['04', '9', '2009']","['35', '4']"
"['04', '9', '2010']","['21', '15']"
"['04', '9', '2011']","['29', '12']"
"['04', '9', '2012']","['42', '10']"
"['04', '9', '2013']","['87', '17']"
"['04', '9', '2014']","['78', '10']"
"['04', '9', '2015']","['73', '12']"
"['04', '9', '2016']","['89', '5']"
"['04', '9', '2017']","['69', '10']"
"['04', '9', '2018']","['71', '8']"
"['04', '9', '2019']","['28', '16']"
"['04', '9', '2020']","['27', '21']"
"['04', '9', '2021']","['27', '22']"
"['04', '9', '2022']","['32', '31']"
"['04', '9', '2023']","['21', '60']"
"['04', '10', '2008']","['44', '3']"
"['04', '10', '2009']","['41', '4']"
"['04', '10', '2010']","['15', '13']"
"['04', '10', '2011']","['27', '7']"
"['04', '10', '2012']","['40', '7']"
"['04', '10', '2013']","['84', '17']"
"['04', '10', '2014']","['71', '10']"
"['04', '10', '2015']","['73', '8']"
"['04', '10', '2016']","['77', '12']"
"['04', '10', '2017']","['83', '13']"
"['04', '10', '2018']","['52', '11']"
"['04', '10', '2019']","['47', '9']"
"['04', '10', '2020']","['33', '21']"
"['04', '10', '2021']","['24', '27']"
"['04', '10', '2022']","['29', '34']"
"['04', '10', '2023']","['25', '64']"
"['04', '11', '2008']","['54', '6']"
"['04', '11', '2009']","['40', '3']"
"['04', '11', '2010']","['21', '9']"
"['04', '11', '2011']","['31', '8']"
"['04', '11', '2012']","['34', '5']"
"['04', '11', '2013']","['61', '15']"
"['04', '11', '2014']","['72', '8']"
"['04', '11', '2015']","['66', '13']"
"['04', '11', '2016']","['81', '3']"
"['04', '11', '2017']","['65', '12']"
"['04', '11', '2018']","['52', '12']"
"['04', '11', '2019']","['36', '12']"
"['04', '11', '2020']","['36', '22']"
"['04', '11', '2021']","['26', '17']"
"['04', '11', '2022']","['24', '26']"
"['04', '11', '2023']","['28', '54']"
"['04', '12', '2008']","['47', '6']"
"['04', '12', '2009']","['53', '2']"
"['04', '12', '2010']","['27', '12']"
"['04', '12', '2011']","['22', '5']"
"['04', '12', '2012']","['31', '9']"
"['04', '12', '2013']","['63', '7']"
"['04', '12', '2014']","['69', '8']"
"['04', '12', '2015']","['60', '19']"
"['04', '12', '2016']","['84', '7']"
"['04', '12', '2017']","['70', '17']"
"['04', '12', '2018']","['58', '10']"
"['04', '12', '2019']","['38', '4']"
"['04', '12', '2020']","['30', '17']"
"['04', '12', '2021']","['27', '23']"
"['04', '12', '2022']","['27', '21']"
"['04', '12', '2023']","['22', '51']"
"['04', '13', '2008']","['46', '2']"
"['04', '13', '2009']","['37', '5']"
"['04', '13', '2010']","['23', '10']"
"['04', '13', '2011']","['29', '6']"
"['04', '13', '2012']","['41', '8']"
"['04', '13', '2013']","['82', '14']"
"['04', '13', '2014']","['69', '8']"
"['04', '13', '2015']","['64', '6']"
"['04', '13', '2016']","['89', '5']"
"['04', '13', '2017']","['67', '14']"
"['04', '13', '2018']","['58', '15']"
"['04', '13', '2019']","['35', '10']"
"['04', '13', '2020']","['28', '12']"
"['04', '13', '2021']","['19', '18']"
"['04', '13', '2022']","['23', '21']"
"['04', '13', '2023']","['26', '41']"
"['04', '14', '2008']","['44', '1']"
"['04', '14', '2009']","['44', '5']"
"['04', '14', '2010']","['18', '2']"
"['04', '14', '2011']","['24', '8']"
"['04', '14', '2012']","['38', '8']"
"['04', '14', '2013']","['72', '10']"
"['04', '14', '2014']","['71', '8']"
"['04', '14', '2015']","['55', '7']"
"['04', '14', '2016']","['69', '6']"
"['04', '14', '2017']","['70', '13']"
"['04', '14', '2018']","['56', '12']"
"['04', '14', '2019']","['50', '6']"
"['04', '14', '2020']","['29', '22']"
"['04', '14', '2021']","['24', '23']"
"['04', '14', '2022']","['18', '22']"
"['04', '14', '2023']","['15', '32']"
"['04', '15', '2008']","['45', '6']"
"['04', '15', '2009']","['43', '11']"
"['04', '15', '2010']","['28', '13']"
"['04', '15', '2011']","['32', '6']"
"['04', '15', '2012']","['35', '5']"
"['04', '15', '2013']","['88', '11']"
"['04', '15', '2014']","['69', '9']"
"['04', '15', '2015']","['62', '8']"
"['04', '15', '2016']","['89', '8']"
"['04', '15', '2017']","['67', '13']"
"['04', '15', '2018']","['45', '7']"
"['04', '15', '2019']","['45', '8']"
"['04', '15', '2020']","['28', '15']"
"['04', '15', '2021']","['24', '15']"
"['04', '15', '2022']","['21', '12']"
"['04', '15', '2023']","['25', '34']"
"['04', '16', '2008']","['55', '2']"
"['04', '16', '2009']","['66', '4']"
"['04', '16', '2010']","['34', '8']"
"['04', '16', '2011']","['34', '5']"
"['04', '16', '2012']","['50', '8']"
"['04', '16', '2013']","['100', '8']"
"['04', '16', '2014']","['74', '6']"
"['04', '16', '2015']","['72', '3']"
"['04', '16', '2016']","['90', '2']"
"['04', '16', '2017']","['100', '4']"
"['04', '16', '2018']","['74', '19']"
"['04', '16', '2019']","['46', '7']"
"['04', '16', '2020']","['31', '16']"
"['04', '16', '2021']","['31', '17']"
"['04', '16', '2022']","['25', '24']"
"['04', '16', '2023']","['25', '33']"
"['04', '17', '2008']","['65', '3']"
"['04', '17', '2009']","['45', '6']"
"['04', '17', '2010']","['44', '10']"
"['04', '17', '2011']","['43', '6']"
"['04', '17', '2012']","['48', '7']"
"['04', '17', '2013']","['77', '12']"
"['04', '17', '2014']","['72', '6']"
"['04', '17', '2015']","['81', '7']"
"['04', '17', '2016']","['113', '3']"
"['04', '17', '2017']","['100', '4']"
"['04', '17', '2018']","['64', '5']"
"['04', '17', '2019']","['36', '1']"
"['04', '17', '2020']","['25', '10']"
"['04', '17', '2021']","['21', '10']"
"['04', '17', '2022']","['21', '12']"
"['04', '17', '2023']","['27', '28']"
"['04', '18', '2008']","['31', '8']"
"['04', '18', '2009']","['39', '6']"
"['04', '18', '2010']","['41', '4']"
"['04', '18', '2011']","['35', '7']"
"['04', '18', '2012']","['42', '11']"
"['04', '18', '2013']","['73', '3']"
"['04', '18', '2014']","['65', '7']"
"['04', '18', '2015']","['66', '7']"
"['04', '18', '2016']","['107', '6']"
"['04', '18', '2017']","['194', '7']"
"['04', '18', '2018']","['98', '4']"
"['04', '18', '2019']","['27', '7']"
"['04', '18', '2020']","['34', '10']"
"['04', '18', '2021']","['22', '11']"
"['04', '18', '2022']","['31', '9']"
"['04', '18', '2023']","['30', '19']"
"['04', '19', '2008']","['31', '16']"
"['04', '19', '2009']","['31', '13']"
"['04', '19', '2010']","['42', '32']"
"['04', '19', '2011']","['31', '26']"
"['04', '19', '2012']","['37', '17']"
"['04', '19', '2013']","['46', '16']"
"['04', '19', '2014']","['58', '12']"
"['04', '19', '2015']","['65', '20']"
"['04', '19', '2016']","['102', '12']"
"['04', '19', '2017']","['79', '17']"
"['04', '19', '2018']","['96', '7']"
"['04', '19', '2019']","['65', '6']"
"['04', '19', '2020']","['24', '9']"
"['04', '19', '2021']","['22', '15']"
"['04', '19', '2022']","['21', '10']"
"['04', '19', '2023']","['27', '16']"
"['05', '0', '2008']","['40', '8']"
"['05', '0', '2009']","['23', '6']"
"['05', '0', '2010']","['20', '7']"
"['05', '0', '2011']","['29', '7']"
"['05', '0', '2012']","['29', '11']"
"['05', '0', '2013']","['39', '4']"
"['05', '0', '2014']","['43', '1']"
"['05', '0', '2015']","['47', '1']"
"['05', '0', '2016']","['60', '6']"
"['05', '0', '2017']","['45', '2']"
"['05', '0', '2018']","['41', '8']"
"['05', '0', '2019']","['28', '2']"
"['05', '0', '2020']","['30', '3']"
"['05', '0', '2021']","['23', '3']"
"['05', '0', '2022']","['25', '3']"
"['05', '0', '2023']","['30', '3']"
"['05', '1', '2008']","['84', '28']"
"['05', '1', '2009']","['59', '8']"
"['05', '1', '2010']","['45', '14']"
"['05', '1', '2011']","['66', '24']"
"['05', '1', '2012']","['62', '15']"
"['05', '1', '2013']","['51', '26']"
"['05', '1', '2014']","['89', '16']"
"['05', '1', '2015']","['83', '19']"
"['05', '1', '2016']","['128', '16']"
"['05', '1', '2017']","['119', '11']"
"['05', '1', '2018']","['85', '22']"
"['05', '1', '2019']","['78', '10']"
"['05', '1', '2020']","['51', '16']"
"['05', '1', '2021']","['52', '23']"
"['05', '1', '2022']","['47', '27']"
"['05', '1', '2023']","['40', '31']"
"['05', '2', '2008']","['77', '20']"
"['05', '2', '2009']","['57', '13']"
"['05', '2', '2010']","['43', '18']"
"['05', '2', '2011']","['54', '25']"
"['05', '2', '2012']","['58', '26']"
"['05', '2', '2013']","['63', '16']"
"['05', '2', '2014']","['82', '31']"
"['05', '2', '2015']","['80', '23']"
"['05', '2', '2016']","['104', '10']"
"['05', '2', '2017']","['77', '14']"
"['05', '2', '2018']","['75', '20']"
"['05', '2', '2019']","['60', '19']"
"['05', '2', '2020']","['39', '19']"
"['05', '2', '2021']","['48', '28']"
"['05', '2', '2022']","['54', '33']"
"['05', '2', '2023']","['27', '36']"
"['05', '3', '2008']","['88', '17']"
"['05', '3', '2009']","['73', '19']"
"['05', '3', '2010']","['46', '26']"
"['05', '3', '2011']","['36', '28']"
"['05', '3', '2012']","['63', '18']"
"['05', '3', '2013']","['65', '31']"
"['05', '3', '2014']","['73', '23']"
"['05', '3', '2015']","['77', '22']"
"['05', '3', '2016']","['99', '22']"
"['05', '3', '2017']","['76', '17']"
"['05', '3', '2018']","['74', '27']"
"['05', '3', '2019']","['68', '30']"
"['05', '3', '2020']","['25', '25']"
"['05', '3', '2021']","['49', '42']"
"['05', '3', '2022']","['43', '38']"
"['05', '3', '2023']","['38', '48']"
"['05', '4', '2008']","['68', '14']"
"['05', '4', '2009']","['55', '16']"
"['05', '4', '2010']","['34', '22']"
"['05', '4', '2011']","['42', '22']"
"['05', '4', '2012']","['47', '23']"
"['05', '4', '2013']","['64', '14']"
"['05', '4', '2014']","['60', '19']"
"['05', '4', '2015']","['72', '21']"
"['05', '4', '2016']","['111', '19']"
"['05', '4', '2017']","['77', '31']"
"['05', '4', '2018']","['66', '23']"
"['05', '4', '2019']","['54', '22']"
"['05', '4', '2020']","['27', '23']"
"['05', '4', '2021']","['43', '26']"
"['05', '4', '2022']","['37', '36']"
"['05', '4', '2023']","['38', '56']"
"['05', '5', '2008']","['61', '16']"
"['05', '5', '2009']","['58', '15']"
"['05', '5', '2010']","['27', '20']"
"['05', '5', '2011']","['30', '20']"
"['05', '5', '2012']","['44', '13']"
"['05', '5', '2013']","['92', '17']"
"['05', '5', '2014']","['69', '23']"
"['05', '5', '2015']","['66', '21']"
"['05', '5', '2016']","['100', '21']"
"['05', '5', '2017']","['82', '22']"
"['05', '5', '2018']","['65', '21']"
"['05', '5', '2019']","['60', '27']"
"['05', '5', '2020']","['19', '33']"
"['05', '5', '2021']","['39', '45']"
"['05', '5', '2022']","['45', '37']"
"['05', '5', '2023']","['33', '71']"
"['05', '6', '2008']","['55', '15']"
"['05', '6', '2009']","['61', '11']"
"['05', '6', '2010']","['32', '26']"
"['05', '6', '2011']","['34', '14']"
"['05', '6', '2012']","['60', '19']"
"['05', '6', '2013']","['84', '29']"
"['05', '6', '2014']","['90', '17']"
"['05', '6', '2015']","['75', '19']"
"['05', '6', '2016']","['110', '19']"
"['05', '6', '2017']","['85', '28']"
"['05', '6', '2018']","['66', '31']"
"['05', '6', '2019']","['49', '24']"
"['05', '6', '2020']","['29', '44']"
"['05', '6', '2021']","['36', '38']"
"['05', '6', '2022']","['33', '49']"
"['05', '6', '2023']","['30', '70']"
"['05', '7', '2008']","['49', '14']"
"['05', '7', '2009']","['54', '10']"
"['05', '7', '2010']","['30', '16']"
"['05', '7', '2011']","['36', '14']"
"['05', '7', '2012']","['49', '29']"
"['05', '7', '2013']","['95', '10']"
"['05', '7', '2014']","['71', '14']"
"['05', '7', '2015']","['86', '20']"
"['05', '7', '2016']","['91', '20']"
"['05', '7', '2017']","['83', '22']"
"['05', '7', '2018']","['67', '22']"
"['05', '7', '2019']","['52', '31']"
"['05', '7', '2020']","['24', '24']"
"['05', '7', '2021']","['45', '33']"
"['05', '7', '2022']","['35', '54']"
"['05', '7', '2023']","['27', '62']"
"['05', '8', '2008']","['62', '13']"
"['05', '8', '2009']","['64', '8']"
"['05', '8', '2010']","['39', '19']"
"['05', '8', '2011']","['23', '14']"
"['05', '8', '2012']","['47', '18']"
"['05', '8', '2013']","['82', '15']"
"['05', '8', '2014']","['64', '15']"
"['05', '8', '2015']","['65', '23']"
"['05', '8', '2016']","['87', '16']"
"['05', '8', '2017']","['86', '22']"
"['05', '8', '2018']","['69', '20']"
"['05', '8', '2019']","['45', '17']"
"['05', '8', '2020']","['28', '27']"
"['05', '8', '2021']","['32', '32']"
"['05', '8', '2022']","['42', '41']"
"['05', '8', '2023']","['28', '64']"
"['05', '9', '2008']","['57', '12']"
"['05', '9', '2009']","['60', '9']"
"['05', '9', '2010']","['33', '17']"
"['05', '9', '2011']","['24', '8']"
"['05', '9', '2012']","['43', '21']"
"['05', '9', '2013']","['90', '10']"
"['05', '9', '2014']","['66', '9']"
"['05', '9', '2015']","['69', '18']"
"['05', '9', '2016']","['77', '9']"
"['05', '9', '2017']","['71', '15']"
"['05', '9', '2018']","['92', '27']"
"['05', '9', '2019']","['42', '13']"
"['05', '9', '2020']","['22', '24']"
"['05', '9', '2021']","['45', '24']"
"['05', '9', '2022']","['42', '29']"
"['05', '9', '2023']","['29', '58']"
"['05', '10', '2008']","['45', '9']"
"['05', '10', '2009']","['56', '12']"
"['05', '10', '2010']","['28', '9']"
"['05', '10', '2011']","['40', '10']"
"['05', '10', '2012']","['42', '11']"
"['05', '10', '2013']","['70', '8']"
"['05', '10', '2014']","['75', '13']"
"['05', '10', '2015']","['80', '15']"
"['05', '10', '2016']","['81', '14']"
"['05', '10', '2017']","['79', '22']"
"['05', '10', '2018']","['80', '14']"
"['05', '10', '2019']","['60', '21']"
"['05', '10', '2020']","['26', '23']"
"['05', '10', '2021']","['32', '25']"
"['05', '10', '2022']","['29', '32']"
"['05', '10', '2023']","['28', '53']"
"['05', '11', '2008']","['45', '9']"
"['05', '11', '2009']","['43', '3']"
"['05', '11', '2010']","['24', '11']"
"['05', '11', '2011']","['32', '11']"
"['05', '11', '2012']","['43', '13']"
"['05', '11', '2013']","['64', '8']"
"['05', '11', '2014']","['72', '5']"
"['05', '11', '2015']","['57', '21']"
"['05', '11', '2016']","['87', '13']"
"['05', '11', '2017']","['65', '14']"
"['05', '11', '2018']","['75', '18']"
"['05', '11', '2019']","['54', '17']"
"['05', '11', '2020']","['35', '17']"
"['05', '11', '2021']","['38', '26']"
"['05', '11', '2022']","['33', '27']"
"['05', '11', '2023']","['18', '47']"
"['05', '12', '2008']","['47', '8']"
"['05', '12', '2009']","['64', '8']"
"['05', '12', '2010']","['24', '13']"
"['05', '12', '2011']","['32', '10']"
"['05', '12', '2012']","['51', '20']"
"['05', '12', '2013']","['87', '15']"
"['05', '12', '2014']","['52', '11']"
"['05', '12', '2015']","['65', '15']"
"['05', '12', '2016']","['79', '7']"
